timestamp,price_percent,decision
2025-03-14T19:33:17.644540,96,ES8
2025-03-14T19:33:22.648324,96,ES8
2025-03-14T19:33:27.655112,96,ES8
2025-03-14T19:34:34.052195,96,ES8
2025-03-14T19:34:39.057189,96,ES8
2025-03-14T19:34:44.063909,96,ES8
2025-03-14T19:34:49.070827,96,ES8
2025-03-14T19:34:54.076298,96,ES8
2025-03-14T19:34:59.082136,96,ES8
2025-03-14T19:35:04.091360,96,ES8
2025-03-14T19:35:09.096536,96,ES8
2025-03-14T19:35:14.101791,96,ES8
2025-03-14T19:35:19.107331,96,ES8
2025-03-14T19:35:24.114876,96,ES8
2025-03-14T19:35:29.120489,96,ES8
2025-03-14T19:35:34.126397,96,ES8
2025-03-14T19:35:39.136114,96,ES8
2025-03-14T19:35:44.140105,96,ES8
2025-03-14T19:35:49.145896,96,ES8
2025-03-14T19:35:54.151420,96,ES8
2025-03-14T19:35:59.156945,96,ES8
2025-03-14T19:36:04.162258,96,ES8
2025-03-14T19:36:09.164617,96,ES8
2025-03-14T19:36:14.170309,96,ES8
2025-03-14T19:36:19.176012,96,ES8
2025-03-14T19:36:24.181645,96,ES8
2025-03-14T19:36:29.184764,96,ES8
2025-03-14T19:36:34.190311,96,ES8
2025-03-14T19:36:39.194655,96,ES8
2025-03-14T19:36:44.200203,96,ES8
2025-03-14T19:36:49.205702,96,ES8
2025-03-14T19:36:54.211263,96,ES8
2025-03-14T19:36:59.215478,96,ES8
2025-03-14T19:37:04.217897,96,ES8
2025-03-14T19:37:09.223309,96,ES8
2025-03-14T19:37:14.229060,96,ES8
2025-03-14T19:37:19.234564,96,ES8
2025-03-14T19:37:24.240068,96,ES8
2025-03-14T19:37:27.348739,96,ES8
2025-03-14T19:37:29.240670,96,ES8
2025-03-14T19:37:32.355140,96,ES8
2025-03-14T19:37:34.246247,96,ES8
2025-03-14T19:37:37.361886,96,ES8
2025-03-14T19:37:39.253246,96,ES8
2025-03-14T19:37:42.367476,96,ES8
2025-03-14T19:37:44.258292,96,ES8
2025-03-14T19:37:47.373142,96,ES8
2025-03-14T19:37:49.263944,96,ES8
2025-03-14T19:37:52.376480,96,ES8
2025-03-14T19:37:54.268235,96,ES8
2025-03-14T19:37:57.380732,96,ES8
2025-03-14T19:37:59.272181,96,ES8
2025-03-14T19:38:02.386398,96,ES8
2025-03-14T19:38:04.276213,96,ES8
2025-03-14T19:38:07.392198,96,ES8
2025-03-14T19:38:09.281412,96,ES8
2025-03-14T19:38:12.397843,96,ES8
2025-03-14T19:38:14.282650,96,ES8
2025-03-14T19:38:17.400185,96,ES8
2025-03-14T19:38:19.288110,96,ES8
2025-03-14T19:38:22.405756,96,ES8
2025-03-14T19:38:24.293724,96,ES8
2025-03-14T19:38:27.411333,96,ES8
2025-03-14T19:38:29.299612,96,ES8
2025-03-14T19:38:32.416986,96,ES8
2025-03-14T19:38:34.305392,96,ES8
2025-03-14T19:38:37.422558,96,ES8
2025-03-14T19:38:39.310573,96,ES8
2025-03-14T19:38:42.424253,96,ES8
2025-03-14T19:38:44.316084,96,ES8
2025-03-14T19:38:47.428369,96,ES8
2025-03-14T19:38:49.320473,96,ES8
2025-03-14T19:38:52.433964,96,ES8
2025-03-14T19:38:54.326284,96,ES8
2025-03-14T19:38:57.436288,96,ES8
2025-03-14T19:38:59.332549,96,ES8
2025-03-14T19:39:02.441871,96,ES8
2025-03-14T19:39:04.337761,96,ES8
2025-03-14T19:42:26.493539,96,ES8
2025-03-14T19:42:31.500170,96,ES8
2025-03-14T19:42:36.506167,96,ES8
2025-03-14T19:42:41.512972,96,ES8
2025-03-14T19:42:46.519706,96,ES8
2025-03-14T19:42:51.526575,96,ES8
2025-03-14T19:42:56.532256,96,ES8
2025-03-14T19:43:01.532920,96,ES8
2025-03-14T19:43:06.539709,96,ES8
2025-03-14T19:43:11.545398,96,ES8
2025-03-14T19:43:16.552392,96,ES8
2025-03-14T19:43:21.559292,96,ES8
2025-03-14T19:43:26.566110,96,ES8
2025-03-14T19:43:31.571708,96,ES8
2025-03-14T19:43:36.578632,96,ES8
2025-03-14T19:43:41.581126,96,ES8
2025-03-14T19:43:46.588090,96,ES8
2025-03-14T19:43:51.594767,96,ES8
2025-03-14T19:43:56.601469,96,ES8
2025-03-14T19:44:01.607133,96,ES8
2025-03-14T19:44:06.613827,96,ES8
